CP,Năm,Kỳ,TÀI SẢN NGẮN HẠN (đồng),Tiền và tương đương tiền (đồng),Giá trị thuần đầu tư ngắn hạn (đồng),Các khoản phải thu ngắn hạn (đồng),Hàng tồn kho ròng,Tài sản lưu động khác,TÀI SẢN DÀI HẠN (đồng),Phải thu về cho vay dài hạn (đồng),Tài sản cố định (đồng),Giá trị ròng tài sản đầu tư,Đầu tư dài hạn (đồng),Tài sản dài hạn khác,TỔNG CỘNG TÀI SẢN (đồng),NỢ PHẢI TRẢ (đồng),Nợ ngắn hạn (đồng),Nợ dài hạn (đồng),VỐN CHỦ SỞ HỮU (đồng),Vốn và các quỹ (đồng),Các quỹ khác,Lãi chưa phân phối (đồng),LỢI ÍCH CỦA CỔ ĐÔNG THIỂU SỐ,TỔNG CỘNG NGUỒN VỐN (đồng),Trả trước cho người bán ngắn hạn (đồng),Phải thu về cho vay ngắn hạn (đồng),"Hàng tồn kho, ròng (đồng)",Tài sản lưu động khác (đồng),Quỹ đầu tư và phát triển (đồng),Cổ phiếu phổ thông (đồng),Vốn góp của chủ sở hữu (đồng),Trái phiếu chuyển đổi (đồng),Vay và nợ thuê tài chính dài hạn (đồng),Người mua trả tiền trước ngắn hạn (đồng),Vay và nợ thuê tài chính ngắn hạn (đồng),Lợi thế thương mại (đồng),Trả trước dài hạn (đồng),Tài sản dài hạn khác (đồng),Phải thu dài hạn khác (đồng),Phải thu dài hạn (đồng),symbol,Tiền gửi tại ngân hàng nhà nước Việt Nam,Tiền gửi tại các TCTD khác và cho vay các TCTD khác,Chứng khoán kinh doanh,_Chứng khoán kinh doanh,Dự phòng giảm giá chứng khoán kinh doanh,Các công cụ tài chính phái sinh và khoản nợ tài chính khác,Cho vay khách hàng,_Cho vay khách hàng,Dự phòng rủi ro cho vay khách hàng,Chứng khoán đầu tư,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư giữ đến ngày đáo hạn,Dự phòng giảm giá chứng khoán đầu tư,Đầu tư vào công ty liên doanh,Dự phòng giảm giá đầu tư dài hạn,Tài sản cố định hữu hình,Tài sản cố định vô hình,Tài sản Có khác,Các khoản nợ chính phủ và NHNN Việt Nam,Tiền gửi và vay các Tổ chức tín dụng khác,Tiền gửi của khách hàng,_Các công cụ tài chính phái sinh và khoản nợ tài chính khác,"Vốn tài trợ, uỷ thác đầu tư của CP và các tổ chức TD khác",Phát hành giấy tờ có giá,Các khoản nợ khác,Vốn của tổ chức tín dụng,Quỹ của tổ chức tín dụng,Chênh lệch tỷ giá hối đoái,Đầu tư vào công ty con,Tài sản cố định thuê tài chính,Chênh lệch đánh giá lại tài sản,Cổ đông thiểu số,Lợi thế thương mại,Vốn Ngân sách nhà nước và quỹ khác,_Các quỹ khác
DIG,2024,3,16514275655510,1478591026429,972400000000,5985773182997,7864985110606,212526335478,1639668801843,0,818025013486,110988893742,414927654588,171150057820,18153944457353,10204747685231,7755638271969,2449109413262,7949196772122,7949196772122,14895110000,480684219783,224009111968,18153944457353,27340452663,430350000000,7864985110606,0,84750836222,6098519950000,6098519950000,0,2214118365005,2366654463530,1464957981539,113769967059,34359904796,2344249112,80054440999,80054440999,DIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIG,2024,2,16702071996617,1599985672439,1374843152415,5851463426230,7654740169334,221039576199,1758868807938,0,864619315627,111711172905,419695740741,179223535973,18460940804555,10571873125769,8166298139144,2405574986625,7889067678786,7889067678786,14895110000,404660185343,239904058800,18460940804555,26675718568,358700000000,7657173674918,0,84750836222,6098519950000,6098519950000,0,2165975376111,1970116133904,2158970501248,118258168861,37932740711,2344249112,80014440999,80014440999,DIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIG,2024,1,14847611762000,1942625219139,1021828152415,4830619671740,6784485806804,268052911902,2918013358412,0,755433746586,112433452068,416171271753,149953525749,17765625120412,9993305091715,7489854150043,2503450941672,7772320028697,7772320028697,14895110000,288050559729,239766034325,17765625120412,212309196663,359450000000,6786919312388,0,84750836222,6098519950000,6098519950000,0,2306651836168,1843776577385,1931978288208,123087424350,14084755027,22344249112,1381168201509,1381168201509,DIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIG,2023,4,13979058901579,2307305744085,196710000000,4704442481664,6550910830059,219689845771,2909277416375,0,761404040916,113155731231,392248105000,159343095172,16888336317954,8934815062346,6915492740562,2019322321784,7953521255608,7953521255608,14895110000,467327476859,241839346027,16888336317954,213231228539,277450000000,6553344335643,0,84750836222,6098519950000,6098519950000,0,1854841808310,1764905311525,1256793758119,127234572465,16465920575,22344249112,1381168201509,1381168201509,DIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIG,2023,3,11202075422729,209969541436,192810000000,4284693602287,6276881264516,237721014490,2940905976236,0,771820442846,109238758499,353132626743,161876012837,14142981398965,6262349734725,4141026662935,2121323071790,7880631664240,7880631664240,14895110000,388615516541,247512713056,14142981398965,221639061176,277450000000,6279314770100,0,84750836222,6098519950000,6098519950000,0,1954236420330,1685459037129,855146209065,131722774267,14807819786,22344249112,1381772421430,1381772421430,DIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIG,2023,2,11208545721885,152757257344,186000000000,4360389385742,6310161310299,199237768500,2838723802547,0,694451839570,102322881662,350726670975,169348090639,14047269524432,6172100844872,4210605437668,1961495407204,7875168679560,7875168679560,12779090000,384554445134,248227359352,14047269524432,234274570675,277450000000,6312594815883,0,84750296653,6098519950000,6098519950000,0,1794653554047,1664376643904,930751848081,136210976069,17756335760,63449160396,1381852930543,1381852930543,DIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIG,2023,1,10977162855755,205326535989,177100000000,4362268988194,6037094449399,195372882173,2849492304676,0,705118660222,103045160825,356565370352,176943515481,13826655160431,5959776632244,3818352697365,2141423934879,7866878528187,7866878528187,10975110000,376385254378,249973637648,13826655160431,223161802845,277950000000,6039527954983,0,84687037740,6098519950000,6098519950000,0,1972566064315,1538435433878,790546665028,139799246730,21728143157,63449160396,1381168201509,1381168201509,DIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIG,2022,4,10894301533750,245922045619,176800000000,4347131221173,5923241536531,201206730427,3849063966677,0,717821294261,103767439988,350014860356,178739824276,14743365500427,6995611459520,3941323178626,3054288280894,7747754040907,7747754040907,10975110000,299658147423,207576257323,14743365500427,216803572359,266130000000,5925675042115,0,84687037740,6098519950000,6098519950000,0,2840288830713,1460086822828,1004779204345,143387517391,19873873606,63449160396,2381168201509,2381168201509,DIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIG,2022,3,12180494995433,982499645225,1081191432877,4281051147180,5629738405731,206014364420,3648173505551,0,728181566348,104489719151,127334640517,189768803237,15828668500984,8309033049905,3595202572073,4713830477832,7519635451079,7519635451079,10975110000,69793084736,209322730182,15828668500984,225379032327,258130000000,5633148896249,3529062,84687037740,6098519950000,6098519950000,0,4498347291491,1479367749318,803635933066,148775650334,24951616599,63449160396,2381168201509,2381168201509,DIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIG,2022,2,12128354864118,1254033227915,1080180232877,4216438740487,5370401758842,207300903997,3904635283416,0,733357156048,105211998314,357484866852,209774951790,16032990147534,8280161398590,3672142474905,4608018923685,7752828748944,7752828748944,10975110000,1152203021601,209834581182,16032990147534,249606048710,258730000000,5373812249360,0,259786877740,4998909620000,4998909620000,0,4402365384228,1644313544132,688010996488,154163783277,39546719243,63449160396,2381168201509,2381168201509,DIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIG,2022,1,11100305937026,1575636621317,1444110816439,3846098682437,4042017544040,192442272793,5292902041743,0,720357956394,105934277477,341519579223,214141774080,16393207978769,8726430841338,4098171920999,4628258920339,7666777137431,7666777137431,2812000000,1076945986570,207340349927,16393207978769,254088516730,259480000000,4045428034558,5622654,259649642513,4998909620000,4998909620000,0,4418767494931,1717336358838,944730199703,157752053938,40279550434,63449692377,3795906392529,3795906392529,DIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIG,2021,4,11217783463824,1000228750853,2737903082422,3435881311477,3846703638395,197066680677,5640283541780,0,736747077359,106656556640,297813864402,272619204422,16858067005604,9176440056609,4667742722090,4508697334519,7681626948995,7681626948995,1550200000,1024518789303,305405611053,16858067005604,217231516798,259480000000,3850615779517,0,230123190218,4998909620000,4998909620000,0,4295046400499,1741492216996,611607150313,203167003008,47997075820,66549692377,4111301808009,4111301808009,DIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIG,2021,3,9496113525775,2391956516382,58032482192,2547416597906,4295967298788,202740630507,4421020349418,0,708735689952,107378835803,312688948798,93906170637,13917133875193,8822944312952,5770613131818,3052331181134,5094189562241,5094189562241,1550200000,200937380258,44053322563,13917133875193,220713385634,64480000000,4302053969937,0,227366500999,4248909620000,4248909620000,0,2835398539703,2043849556000,494171180909,35574898404,36853233672,118931869377,3111286808009,3111286808009,DIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIG,2021,2,7631489163183,362633845292,81988482192,2568028727685,4391890679615,226947428399,4457409450356,0,688677919160,150150772093,309840514943,109333223856,12088898613539,7243707132889,6151421928411,1092285204478,4845191480650,4845191480650,1550200000,160731654207,57546915927,12088898613539,234482849038,74060000000,4397977350764,0,229992552095,4098909620000,4098909620000,9800000000,868378391843,2088399897075,910145161528,36815883232,51429453082,119083369377,3111286808009,3111286808009,DIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIG,2021,1,7319808939484,290686485579,109000000000,2250634928725,4478893890132,190593635048,4533277220444,0,764998668097,151096719646,311688217110,105159775261,11853086159928,7042427492039,5799160509576,1243266982463,4810658667889,4810658667889,1550200000,720383260207,59132444434,11853086159928,214138879027,76560000000,4484980561281,0,229664894827,3503392330000,3503392330000,9775000000,1019658758329,2043218448773,541177579598,38056868060,49407699734,119083369377,3111277967009,3111277967009,DIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIG,2020,4,7297223409389,408938011038,131000000000,2254460921878,4394093058632,108731417841,4516859492310,0,764157704810,152042667199,290166106348,111300235173,11814082901699,7032562940105,5995065015211,1037497924894,4781519961594,4781519961594,1550200000,1022680710140,62238606297,11814082901699,223434367809,76651231700,4400179729781,0,213416396736,3184925510000,3184925510000,9750000000,815015446511,2004381352111,699658262854,39297852888,54764137479,119083369377,3111277967009,3111277967009,DIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIG,2020,3,6456110634645,183637918468,151000000000,2190055202467,3810597274119,120820239591,1523510094045,0,768733126153,152988614752,312708169017,117578883567,7979620728690,3885233642816,2905263485116,979970157700,4094387085874,4094387085874,1550200000,516919057326,59541625956,7979620728690,253606916574,89442000352,3820272555229,0,213416396736,3184925510000,3184925510000,9725000000,804018900503,1595678710268,428634126462,40538837716,59778888078,119083369377,84005999999,84005999999,DIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIG,2020,2,6561153584198,263078748479,151000000000,1982853617447,3981524520127,182696698145,1540086876878,0,776738113130,153934562305,314775999420,123359142207,8101240461076,4135192216381,3215883184492,919309031889,3966048244695,3966048244695,775100000,415533830314,63845605683,8101240461076,259025116853,89442000352,3991199801237,0,218596402842,3149436010000,3149436010000,7300000000,747516989692,1824814432646,510357791178,41779822544,64295248921,119083369377,84005999999,84005999999,DIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIG,2020,1,6997038747929,119199808195,225000000000,1965409529128,4509090615511,178338795095,1059830767229,0,327642887112,154880509858,323670559162,78946548848,8056869515158,4070623870626,3014597433260,1056026437366,3986245644532,3986245644532,1550200000,398769404529,63563445508,8056869515158,271199276081,81742000352,4518765896621,0,195617083138,3149436010000,3149436010000,0,867407439999,1857767172756,393574834035,0,20415608314,119083369377,84608926596,84608926596,DIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIG,2019,4,7093267888823,818928466557,0,1940102891167,4170901726462,163334804637,1072758781586,28750768652,333908838511,155826457411,293524458992,78381153285,8166026670409,4103118433423,3170982880098,932135553325,4062908236986,4062908236986,0,414174079465,95707138617,8166026670409,244359313345,47991231700,4180577007572,0,195617083138,3149436010000,3149436010000,0,725666212985,1749129096734,551799210016,44261792200,23470007158,119083369377,84608901281,121677669933,DIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIG,2019,3,6659307640239,1094553499923,0,1967507237865,3408409082887,188837819564,1172060279589,0,336687603781,157440768877,420638480113,75734006848,7831367919828,4015121916043,3127618191872,887503724171,3816246003785,3816246003785,0,169525472880,93509448060,7831367919828,289377746448,32291231700,3423074215644,0,195617083138,3149436010000,3149436010000,0,679598338174,1765452899676,644278762226,45502777028,25939140460,246273369377,84608974938,92926974938,DIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIG,2019,2,6219211795222,993708670905,0,1725073927771,3326155802742,174273393804,1143018898373,0,354946471861,158390143936,363842363936,79425442528,7362230693595,3682585769533,2961738119887,720847649646,3679644924062,3679644924062,0,190869371942,85386033012,7362230693595,275741282080,20791231700,3340820935499,0,195747089401,2999484440000,2999484440000,0,515114648527,1521808133687,760249299255,46743761856,25860104152,246273369377,86999580746,95317580746,DIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIG,2019,1,5454651301114,450358476284,800000000,1640097222415,3199624311421,163771290994,1175528765986,3538379756,336537333602,159339518995,394548274315,79750042820,6630180067100,3584663433476,2839033410742,745630022734,3045516633624,3045516633624,0,189033971860,0,6630180067100,263996770240,9091231700,3214289444178,0,178261388575,2524847830000,2524847830000,0,554417038901,1241148438629,874252018509,49225731512,26186396013,247513369377,86933869445,98790249201,DIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIG,2018,4,5667396830710,734834221122,800000000,1731496843675,3127521075968,72744689945,1148650536262,3538379756,360182296479,160288894055,401890041212,36342613265,6816047366972,3634639780825,3033844838871,600794941954,3181407586147,3181407586147,0,309068838862,103118267003,6816047366972,280235934692,10000000000,3142186208725,0,178261388575,2524847830000,2524847830000,0,422933706178,1018614422996,1195501119877,0,31935959068,247513369377,87125233216,98981612972,DIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIG,2018,3,5174628474826,392015659034,1242000000,1616628772299,3089608306096,75133737397,1232168590396,13742503256,238596690537,161238269115,488600297413,32233884760,6406797065222,3403553204862,1921977811272,1481575393590,3003243860360,3003243860360,0,149663455058,84359925020,6406797065222,243660494660,12892622326,3089608306096,0,178261388575,2524847830000,2524847830000,0,1291423423347,1020607155014,414563265014,0,27850143530,247513369377,88992117592,271409055660,DIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIG,2018,2,5184842830383,429624619020,41242000000,1345484696314,3296970890022,71520625027,1194346247126,14712556956,230100281160,116768464925,497980567651,31520193406,6379189077509,3415641006535,2892260241763,523380764772,2963548070974,2963548070974,0,254463536588,82763694104,6379189077509,247291308533,10000000000,3296970890022,0,178261388575,2381948190000,2381948190000,0,334135941038,959972816324,1470831321611,0,27113539209,247513369377,89016901880,272403893648,DIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIG,2018,1,4932218017093,249865295847,40992000000,1020536444231,3548005335913,72818941102,1319380658326,34297310808,237737944846,117490744089,571740036309,31709693516,6251598675419,3360118350449,1739562759568,1620555590881,2891480324970,2891480324970,0,193537240307,72719049154,6251598675419,53050318037,17855480742,3548005335913,0,177164583802,2381948190000,2381948190000,0,1430284717175,843716536252,435638823558,0,27280126352,313235595784,88861064396,291832810016,DIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIG,2017,4,4807556991841,202358654418,41250000000,1149943605133,3362652115922,51352616368,1311443717586,34297310808,230852964446,118213023253,555200444151,47037056438,6119000709427,3337947352720,1611451468408,1726495884312,2781053356707,2781053356707,0,80844435772,82687327436,6119000709427,235053904694,37455480742,3362652115922,0,169462141792,2381948190000,2381948190000,0,1388717273646,760253405046,370978146557,0,26147805100,301202915784,88885765035,291857510655,DIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIG,2017,3,4820991634582,256488536213,40150000000,951107966531,3504353695035,68891436803,1312070158034,34297310808,223254242932,118935302417,555627513301,47873434322,6133061792616,3297661564420,1494699662764,1802961901656,2835400228196,2835400228196,0,143814514304,74064120393,6133061792616,244978245457,66555480742,3504353695035,0,169462141792,2381948190000,2381948190000,0,1461809751521,854193381410,289315629376,0,26961270017,294191117109,88833398535,291805144155,DIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIG,2017,2,4401743513529,234517183201,40150000000,913085743007,3154199932450,59790654871,1684904287416,34297310808,227225272068,119657581581,919982319465,52124011230,6086647800945,3285297688200,1453102857431,1832194830769,2801350112745,2801350112745,0,113293143658,70535375590,6086647800945,252045558648,65200000000,3154199932450,0,169462141790,2381948190000,2381948190000,0,1487460579796,767699361593,364674106503,0,31188933957,186570220573,88863117451,291834863071,DIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIG,2017,1,4413211477191,290457564969,40150000000,987281449363,3031974290743,63348172116,1694203478396,38698803794,254495812264,120379860745,898797299364,50246663889,6107414955587,3322462162215,1415481551148,1906980611067,2784952793372,2784952793372,0,103283324681,69937959489,6107414955587,252933526589,11842999999,3032573186873,0,163672057495,2381948190000,2381948190000,0,1559346966793,665190786977,350592542039,0,29288673649,150093688973,88864726234,296237964840,DIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIG,2016,4,4183844042923,179827869667,40050000000,1047712518926,2854925786637,61327867693,1716834916880,40698803794,257972549134,121102139909,919298429918,52936818892,5900678959803,3079650273172,1173762992596,1905887280576,2821028686631,2821028686631,0,141192984936,68104192493,5900678959803,203672355911,30700000000,2855376032767,0,163672057495,2381948190000,2381948190000,0,1552065077204,513519533032,185319342642,0,31955915685,150793688973,88788432602,296743215784,DIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIG,2016,3,3591019902337,45171876878,0,819646753399,2672231203288,53970068772,1837827596727,48698803794,251148738036,121824419073,1042597370714,47951170899,5428847499064,2741807155339,877865593708,1863941561631,2687040343725,2687040343725,0,91564172633,49964005081,5428847499064,158707895635,7100000000,2672681449418,0,162437714304,2316948190000,2316948190000,0,1506307995428,305665897779,155243565429,0,26947354725,222348688973,88788226808,304743009990,DIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIG,2016,2,3562080006418,30995346440,0,799469671204,2684228381370,47386607404,1844108120633,48698803794,241526405854,122546698237,1042909858989,50248165831,5406188127051,2758350074305,1040858190352,1717491883953,2647838052746,2647838052746,0,57968020673,44357861433,5406188127051,149180171128,0,2684678627500,0,162437718933,2316948190000,2316948190000,0,1359746726751,312463904825,294844446106,0,29221436689,222348688973,88766605149,304721388331,DIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIG,2016,1,3455341281275,49212500518,20000000000,800243504713,2542430231427,43455044617,1874181301516,52698803794,245391523984,123268977401,1066151594355,50395638347,5329522582791,2663090597023,1054031810926,1609058786097,2666431985768,2666431985768,0,75719806757,45676224891,5329522582791,159508164439,0,2542880477557,0,161961502413,2145337930000,2145337930000,0,1251221328895,304637920295,306933353060,0,29345996238,222348688973,88762562806,308717345988,DIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIG,2015,4,3233210640184,64547509563,40000000000,653172841385,2439589080682,35901208554,1841405473155,62140745782,246058332131,123991256565,1120001079921,45675441018,5074616113339,2425828855498,995333579606,1430495275892,2648787257841,2648787257841,0,56735151411,47016152310,5074616113339,71414634842,4000000000,2439589080682,1027993800,161961502413,2145337930000,2145337930000,0,1078727223130,285721321699,311718205636,0,24179890211,228018518064,610144403,227344863778,DIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIG,2015,3,3240742889905,93498509104,190000000000,665108686397,2267615472517,24520221887,1879293185393,62854765554,234455837354,124713535729,1132178224214,48881672533,5120036075298,2446798544756,882297056782,1564501487974,2620238208059,2620238208059,0,75193403754,0,5120036075298,87180827640,499494988,2267615472517,1250606265,161959352598,1986436200000,1986436200000,0,1199820313946,294163232323,140260448255,0,21710677022,232056581484,676317195,260343856638,DIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIG,2015,2,3017941919814,77738245924,100371095890,661678262961,2160946818933,17207496106,1851213174273,61872265554,203175871667,125435814893,1137657734216,44465803868,4869155094087,2432274843675,877496420112,1554778423563,2390346627322,2390346627322,0,54382823017,0,4869155094087,72279282932,499494988,2160946818933,0,161959352598,1787436200000,1787436200000,0,1190692338570,241318233205,221567036020,0,22823610073,232056581484,1411641526,266164000906,DIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIG,2015,1,3526269833364,307716215355,0,950536324719,2243122550069,24894743221,1481718175655,0,280000531773,0,1127463051203,64150461218,5007988009019,2549417217531,1030998302918,1518418914613,2411348606051,2411348606051,0,80142508340,0,5007988009019,79282527619,0,2243122550069,12200575,157201646004,1787436200000,1787436200000,0,1186842123503,244322357839,265616612808,0,36862180929,231811805337,1155635332,10104131461,DIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIG,2014,4,3568417150615,473092718261,0,934738698336,2118512861940,42072872078,1475645109677,0,277863557143,0,1129172986241,68608566293,5044062260292,2588353318897,1069919584192,1518433734705,2407182465784,2407182465784,0,75976083763,0,5044062260292,53853987228,0,2118512861940,26655274689,79120512487,1787436200000,1787436200000,0,1176285594043,230345961515,307174184472,0,38416828476,221158774337,0,0,DIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIG,2014,3,3521296934486,415297317299,0,989154673382,2072964167561,43880776244,1497329335268,0,291012136580,0,1135746937167,70570261521,5018626269754,2583739586937,859455581099,1724284005838,2388517210260,2388517210260,0,57310828239,0,5018626269754,56548675678,0,2072964167561,28115448477,79120512487,1787436200000,1787436200000,0,1380723974377,212701838175,131866257602,0,40397682283,221158774337,0,0,DIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIG,2014,2,3514885093362,492598941444,0,977862204609,2002128376792,42295570517,1526135400317,0,293720498723,0,1161435384663,70979516931,5041020493679,2613472389282,895661051227,1717811338055,2381533998812,2381533998812,0,50327616791,46014105585,5041020493679,51738157692,0,2002128376792,27542787999,79120512487,1429955870000,1429955870000,0,1371656256596,195913134697,186414506226,0,40844129083,221158774337,0,0,DIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIG,2014,1,3034365539046,29194224863,0,1061929958564,1904790246151,38451109468,1506592647183,0,295737526359,0,1150308962295,60546158529,4540958186229,2112621015653,1391346657907,721274357746,2383165592035,2383165592035,0,51954031405,0,4540958186229,44689730156,0,1904790246151,26403854724,79120212487,1429955870000,1429955870000,0,371074707601,176022295917,636970249222,0,30014790476,221158774337,0,0,DIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIG,2013,4,3147219742566,40107565443,0,1109238442298,1963060349503,34813385322,1482686478786,0,296374341140,0,1125318444958,60993692688,4629906221352,2223498770796,1164830774634,1058667996162,2364284222021,2364284222021,0,37668677821,0,4629906221352,60244457378,0,1963060349503,25929497345,76615405213,1429955870000,1429955870000,0,710439911897,165236412635,303931577430,0,30960284680,221158774337,0,0,DIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIG,2013,3,3149820422584,74281152069,0,1089415999779,1952403612372,33719658364,1547368570605,0,305512175657,0,1178373090096,63483304852,4697188993189,2306980656120,990949643866,1316031012254,2344634890218,2344634890218,0,17019050954,0,4697188993189,70203930747,0,1952403612372,24080291124,77476848131,1429955870000,1429955870000,0,879084061992,168059231256,138463431658,0,33469505096,209581774337,0,0,DIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIG,2013,2,3281885055522,110957650015,0,1090105191362,2039710347286,41111866859,1777568794501,0,560009393973,0,1149113407763,68445992765,5059453850023,2624816214959,1236201787163,1388614427796,2343146726679,2343146726679,0,15530887415,0,5059453850023,72463065413,0,2039710347286,25158539361,77476848131,1429955870000,1429955870000,0,887421212114,214861529025,278761371312,0,38433112986,211488845246,0,0,DIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIG,2013,1,3209535454983,73163368957,0,1124392231265,1946195487030,65784367731,1778048923176,0,570286366917,0,1127205675818,80556880441,4987584378159,2558320291656,1256582650167,1301737641489,2328180811880,2328180811880,0,564956926,0,4987584378159,68226920033,0,1946226022408,0,77476863821,1429955870000,1429955870000,0,857730722691,224433969059,286765201195,0,48714419655,217023845246,0,0,DIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPM,2025,1,14204933715828,728277613090,10064000000000,842893834531,2117802823079,451959445128,3245028154237,,2630270128351,178385125387,34189383462,294721850805,17449961870065,6060957128271,5884433158732,176523969539,11389004741794,11389004741794,0,2673980682252,182961467434,17449961870065,400335787536,,2118431750671,0,4599179502370,3914000000000,3914000000000,,0,318923606012,3440845717246,,61715892472,20502000000,1424600000,1424600000,DPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
DPM,2024,4,13219573591341,1004912303570,9464000000000,653185512324,1730684831761,366790943686,3332712856166,,2711222351120,180772898610,34189383462,315970935718,16552286447507,5372450027238,5198718914842,173731112396,11179836420269,11179836420269,0,2470369047680,177404780481,16552286447507,227545463111,,1731334756236,0,4599179502370,3914000000000,3914000000000,,0,216889576593,3422025863029,,67439702684,20502000000,1125000000,1125000000,DPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
DPM,2024,3,13644813201790,1188481337381,9464000000000,812805423991,1795453930876,384072509542,3402578821546,,2788700462146,183207064507,34467951814,260663514166,17047392023336,5814589463178,5421033683238,393555779940,11232802560158,11232802560158,0,2520537376100,180202591950,17047392023336,249176630121,,1806075650124,0,4599179502370,3914000000000,3914000000000,,0,302008891183,3367851579653,,51265317048,20502000000,1194156000,1194156000,DPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
DPM,2024,2,12250164895105,590498417034,9114000000000,764484317214,1403102621885,378079538972,3487508558397,,2873419000219,185641230412,34467951814,259392347039,15737673453502,3755951747166,3400341054173,355610692993,11981721706336,11981721706336,0,3268001003433,181658110795,15737673453502,228223951253,,1436850123774,0,4599179502370,3914000000000,3914000000000,,0,305361101617,1681511113500,,47006598880,20502000000,876100000,876100000,DPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
DPM,2024,1,10334620255907,735238927131,6364000000000,848820262704,1981353746965,405207319107,3646610942236,,2954722847952,188048937991,33359983256,259606382133,13981231198143,2175947250634,1858063447988,317883802646,11805283947509,11805283947509,0,3094970020908,178251334493,13981231198143,239370747892,,2025695787754,161451600,4599179502370,3914000000000,3914000000000,,0,121168479463,56825000000,,48879785865,20502000000,876100000,876100000,DPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
